,DP05_0001E,state,county,tract,DP02_0001E,DP03_0062E,DP03_0063E,DP03_0119E
896,5244,17,031,808702,461,56463,91599,-888888888
897,3921,17,031,808800,1640,159500,365351,-888888888
898,4160,17,031,808900,1733,183893,227703,-888888888
899,4044,17,031,809000,1540,193500,264156,-888888888
900,3287,17,031,809100,1552,107000,189728,-888888888
901,4857,17,031,809200,1680,48839,73999,-888888888
902,4799,17,031,809300,1939,43732,91564,-888888888
903,2879,17,031,809401,1557,105231,154141,-888888888
904,2713,17,031,809402,1415,67014,103118,-888888888
905,4183,17,031,809500,2095,74538,120894,-888888888
906,3226,17,031,809600,1371,76844,126461,-888888888
907,3726,17,031,809700,1267,132875,152033,-888888888
908,2776,17,031,809800,1036,76444,156109,-888888888
909,2760,17,031,809900,1303,119476,187151,-888888888
910,5359,17,031,810000,2762,120809,176026,-888888888
911,4615,17,031,810100,1966,93056,153245,-888888888
912,6699,17,031,810200,2785,71948,95074,-888888888
913,4604,17,031,810301,1510,89390,109342,-888888888
914,3329,17,031,810302,1288,116860,146958,-888888888
915,5726,17,031,810400,2173,131419,153746,-888888888
916,5259,17,031,810501,2051,78798,137011,-888888888
917,5846,17,031,810502,2204,70781,89141,-888888888
918,4783,17,031,810600,1840,66533,90103,-888888888
919,4579,17,031,810701,1885,52331,71734,-888888888
920,4048,17,031,810702,1455,59964,85755,-888888888
921,5309,17,031,810800,1729,95197,114430,-888888888
922,6324,17,031,810900,2614,53679,93744,-888888888
923,4021,17,031,811000,1721,94743,125317,-888888888
924,6876,17,031,811100,2493,66788,71414,-888888888
925,5198,17,031,811200,1890,77912,93003,-888888888
926,4302,17,031,811301,1411,68153,75732,-888888888
927,3988,17,031,811302,1246,63035,71060,-888888888
928,4849,17,031,811401,1414,85577,104309,-888888888
929,4218,17,031,811402,1334,78167,90475,-888888888
930,6210,17,031,811500,2016,77550,90561,-888888888
931,5827,17,031,811600,2290,61162,78016,-888888888
932,3491,17,031,811701,1058,70500,78883,-888888888
933,5516,17,031,811702,1979,62679,79116,-888888888
934,5542,17,031,811800,1787,95236,96535,-888888888
935,6126,17,031,811900,1880,158833,270933,-888888888
936,5442,17,031,812000,2461,138899,207033,-888888888
937,4836,17,031,812100,1623,135234,158087,-888888888
938,3758,17,031,812200,1302,225333,285951,-888888888
939,5184,17,031,812301,3163,87476,108193,-888888888
940,2818,17,031,812302,1111,125625,184952,-888888888
941,3295,17,031,812400,1126,250001,290427,-888888888
942,3427,17,031,812500,1633,71310,114795,-888888888
943,3588,17,031,812600,1900,72269,112971,-888888888
944,2981,17,031,812700,1589,88717,125812,-888888888
945,3398,17,031,812801,1954,73375,109099,-888888888
946,2826,17,031,812802,1264,83783,117289,-888888888
947,4588,17,031,812900,1712,145625,151394,-888888888
948,3828,17,031,813000,1462,144821,170235,-888888888
949,4729,17,031,813100,1879,122014,175207,-888888888
950,4578,17,031,813200,1627,131042,147075,-888888888
951,3292,17,031,813301,997,48958,63812,-888888888
952,2893,17,031,813302,941,51810,65872,-888888888
953,8214,17,031,813400,1947,66799,88099,-888888888
954,6298,17,031,813500,2049,73393,87051,-888888888
955,5712,17,031,813600,1645,64849,73901,-888888888
956,2896,17,031,813701,975,56311,84762,-888888888
957,4719,17,031,813702,1291,69795,93375,-888888888
958,3282,17,031,813801,998,47604,62907,-888888888
959,4386,17,031,813802,1342,64464,73237,-888888888
960,6821,17,031,813900,1778,66161,71107,-888888888
961,4507,17,031,814000,1388,61552,78989,-888888888
962,4793,17,031,814100,1380,47679,70110,-888888888
963,8122,17,031,814200,2277,68380,78938,-888888888
964,4740,17,031,814300,1578,52535,66963,-888888888
965,7652,17,031,814400,2473,62481,72579,-888888888
966,5862,17,031,814500,1541,90564,105119,-888888888
967,5956,17,031,814600,1739,66680,97348,-888888888
968,5071,17,031,814700,1678,87727,97190,-888888888
969,6108,17,031,814800,2470,63677,80772,-888888888
970,6566,17,031,814900,2701,56410,76183,-888888888
971,3839,17,031,815000,1338,75429,90408,-888888888
972,4801,17,031,815100,1523,81198,84899,-888888888
973,7542,17,031,815200,2498,59895,83957,-888888888
974,3538,17,031,815300,1343,95781,110301,-888888888
975,5318,17,031,815400,2435,55347,79098,-888888888
976,7817,17,031,815500,2179,91583,102536,-888888888
977,5462,17,031,815600,2123,59338,93966,-888888888
978,3835,17,031,815701,1412,148424,161145,-888888888
979,5383,17,031,815702,2012,147813,178334,-888888888
980,1720,17,031,815800,672,112667,128276,-888888888
981,4756,17,031,815900,2858,71587,97444,-888888888
982,3441,17,031,816000,1784,91458,126411,-888888888
983,5968,17,031,816100,2686,63315,93900,-888888888
984,4634,17,031,816200,1734,88622,111069,-888888888
985,4861,17,031,816300,1563,69922,80001,-888888888
986,3761,17,031,816401,1146,68818,83859,-888888888
987,4980,17,031,816402,1357,57771,80653,-888888888
988,4045,17,031,816500,1400,58202,74641,-888888888
989,4370,17,031,816600,1164,74070,78204,-888888888
990,2810,17,031,816700,1007,56016,72213,-888888888
991,5536,17,031,816800,2049,78566,85675,-888888888
992,5907,17,031,816900,1746,93947,96558,-888888888
993,4982,17,031,817000,1622,68162,84588,-888888888
994,4802,17,031,817101,1687,58542,69618,-888888888
995,2920,17,031,817102,1056,58910,89056,-888888888
996,4488,17,031,817200,1456,55473,62526,-888888888
997,2868,17,031,817300,818,63558,83217,-888888888
998,3982,17,031,817400,1066,91638,99810,-888888888
999,3470,17,031,817500,1317,58925,70509,-888888888
1000,3460,17,031,817600,1269,52589,64606,-888888888
1001,5117,17,031,817700,1746,80211,86708,-888888888
1002,5875,17,031,817900,2192,60404,75896,-888888888
1003,4153,17,031,818000,1768,51794,85739,-888888888
1004,2253,17,031,818100,919,121328,125034,-888888888
1005,4655,17,031,818200,1963,99302,122138,-888888888
1006,6424,17,031,818300,2014,74615,88660,-888888888
1007,3062,17,031,818401,1362,67235,79519,-888888888
1008,3198,17,031,818402,1631,88550,92166,-888888888
1009,5693,17,031,818500,2379,105026,128668,-888888888
1010,4764,17,031,818600,1943,105146,137683,-888888888
1011,3871,17,031,818700,1540,114922,124814,-888888888
1012,5395,17,031,818800,2118,111096,125481,-888888888
1013,4683,17,031,818900,1919,103090,109054,-888888888
1014,4589,17,031,819000,1496,169015,194176,-888888888
1015,4004,17,031,819100,1893,47316,80105,-888888888
1016,6690,17,031,819200,2100,80052,88467,-888888888
1017,2700,17,031,819300,1047,89276,101520,-888888888
1018,5663,17,031,819400,2356,77553,101935,-888888888
1019,3448,17,031,819500,1493,92337,141814,-888888888
1020,4015,17,031,819600,1391,200114,227115,-888888888
1021,5743,17,031,819700,1794,171719,254723,-888888888
1022,5161,17,031,819801,1606,206848,263077,-888888888
1023,2463,17,031,819802,928,189667,335585,-888888888
1024,3257,17,031,819900,1047,218906,277603,-888888888
1025,2161,17,031,820000,676,250001,392800,-888888888
1026,7998,17,031,820101,3369,131694,182214,-888888888
1027,4279,17,031,820103,1730,86434,133668,-888888888
1028,4466,17,031,820104,1829,78083,120633,-888888888
1029,3291,17,031,820202,1394,73750,85648,-888888888
1030,3696,17,031,820203,1306,136694,204862,-888888888
1031,4332,17,031,820204,2210,109479,197404,-888888888
1032,5771,17,031,820300,1751,55845,89630,-888888888
1033,5265,17,031,820400,1849,49598,74999,-888888888
1034,5286,17,031,820501,1955,68837,88328,-888888888
1035,5841,17,031,820502,2181,56037,69617,-888888888
1036,5255,17,031,820603,1845,65922,83448,-888888888
1037,3546,17,031,820604,1278,47577,69517,-888888888
1038,5617,17,031,820605,1925,56250,69674,-888888888
1039,3975,17,031,820606,1722,96304,109227,-888888888
1040,7031,17,031,820700,2392,67067,80313,-888888888
1041,3431,17,031,820800,1027,83495,101483,-888888888
1042,5010,17,031,820901,1696,73603,97112,-888888888
1043,6142,17,031,820902,1768,103846,107924,-888888888
1044,4872,17,031,821001,1649,61853,84506,-888888888
1045,5133,17,031,821002,1834,65513,97500,-888888888
1046,4860,17,031,821101,1468,81912,98879,-888888888
1047,4589,17,031,821102,1538,81139,105595,-888888888
1048,5323,17,031,821200,2355,38880,55215,-888888888
1049,5853,17,031,821300,2301,51806,62652,-888888888
1050,2722,17,031,821401,998,51310,62403,-888888888
1051,3375,17,031,821402,1232,66522,71796,-888888888
1052,1266,17,031,821500,523,28173,45289,-888888888
1053,4269,17,031,821600,1804,79395,94424,-888888888
1054,4800,17,031,821700,1782,96607,110758,-888888888
1055,5235,17,031,821800,2049,88024,114980,-888888888
1056,5426,17,031,821900,1814,100179,108289,-888888888
1057,4299,17,031,822000,1907,56841,63238,-888888888
1058,4565,17,031,822101,1549,78059,92536,-888888888
1059,4663,17,031,822102,1966,56963,84156,-888888888
1060,3805,17,031,822200,1301,86299,95596,-888888888
1061,3664,17,031,822301,1186,101413,104993,-888888888
1062,4485,17,031,822302,1646,77557,87689,-888888888
1063,6012,17,031,822400,1993,56231,103855,-888888888
1064,4295,17,031,822500,1719,89177,99441,-888888888
1065,4545,17,031,822601,1609,94943,109867,-888888888
1066,7777,17,031,822602,3204,64345,94609,-888888888
1067,4905,17,031,822701,2010,69833,90946,-888888888
1068,3364,17,031,822702,1441,67865,92092,-888888888
1069,3116,17,031,822801,1445,85855,116473,-888888888
1070,3651,17,031,822802,1294,104643,118262,-888888888
1071,2084,17,031,822900,827,72540,86738,-888888888
1072,7263,17,031,823001,2657,66059,71813,-888888888
1073,5196,17,031,823002,1945,75979,85032,-888888888
1074,4317,17,031,823101,1706,53039,69703,-888888888
1075,3771,17,031,823102,1509,67679,78813,-888888888
1076,4749,17,031,823200,1847,72196,88509,-888888888
1077,5705,17,031,823302,2541,51951,67253,-888888888
1078,4255,17,031,823303,1654,80500,90575,-888888888
1079,6282,17,031,823304,2684,55948,75877,-888888888
1080,4646,17,031,823400,1867,62517,69788,-888888888
1081,4426,17,031,823500,1503,68355,91367,-888888888
1082,6164,17,031,823602,2836,81772,97016,-888888888
1083,2292,17,031,823603,548,69881,69659,-888888888
1084,3281,17,031,823604,1183,113073,160405,-888888888
1085,4028,17,031,823605,1417,99299,115436,-888888888
1086,5805,17,031,823702,2537,79981,100739,-888888888
1087,9197,17,031,823703,3040,67681,82129,-888888888
1088,4058,17,031,823704,1417,101282,104526,-888888888
1089,4770,17,031,823705,1665,78185,101060,-888888888
1090,5376,17,031,823801,2086,116797,153596,-888888888
1091,7186,17,031,823803,2566,85109,97201,-888888888
1092,3030,17,031,823805,1483,69096,94298,-888888888
1093,4203,17,031,823806,1785,60241,75967,-888888888
1094,4020,17,031,823901,1644,120227,144972,-888888888
1095,4568,17,031,823903,1746,124348,157225,-888888888
1096,3961,17,031,823904,1667,107052,130691,-888888888
1097,5995,17,031,824003,2062,111438,128838,-888888888
1098,4771,17,031,824004,1948,104620,128285,-888888888
1099,5749,17,031,824005,1993,141287,154643,-888888888
1100,6013,17,031,824006,1964,150469,187333,-888888888
1101,7423,17,031,824105,2778,115000,140836,-888888888
1102,6534,17,031,824106,2348,104886,122683,-888888888
1103,7430,17,031,824107,2750,94178,111759,-888888888
1104,6703,17,031,824113,2434,114318,130293,-888888888
1105,5223,17,031,824114,1875,143071,161392,-888888888
1106,4064,17,031,824115,1556,70179,91216,-888888888
1107,5365,17,031,824116,2317,74060,110166,-888888888
1108,5332,17,031,824119,2238,103354,134069,-888888888
1109,3105,17,031,824121,1258,93380,99792,-888888888
1110,5935,17,031,824122,2274,125690,170144,-888888888
1111,7648,17,031,824123,2815,97852,119152,-888888888
1112,2909,17,031,824124,1157,65250,84612,-888888888
1113,4443,17,031,824125,1464,117917,123677,-888888888
1114,5416,17,031,824126,1984,168194,160660,-888888888
1115,4001,17,031,824127,1444,116087,135024,-888888888
1116,4445,17,031,824128,1714,97778,135191,-888888888
1117,4074,17,031,824129,1653,95953,138284,-888888888
1118,4891,17,031,824300,1404,59423,61733,-888888888
1119,1855,17,031,824400,686,43750,60637,-888888888
1120,6135,17,031,824503,2792,79948,93707,-888888888
1121,6484,17,031,824505,2474,73739,104686,-888888888
1122,3650,17,031,824507,1706,88889,105174,-888888888
1123,3188,17,031,824508,1586,69857,98171,-888888888
1124,5104,17,031,824509,1525,116310,138842,-888888888
1125,4207,17,031,824601,1593,88598,99745,-888888888
1126,6591,17,031,824602,2483,86560,100757,-888888888
1127,3532,17,031,824701,1493,51458,67973,-888888888
1128,5530,17,031,824702,2339,59918,80470,-888888888
1129,7133,17,031,824800,2092,58312,69174,-888888888
1130,2952,17,031,824900,1077,46458,85696,-888888888
1131,4401,17,031,825000,1889,69591,91969,-888888888
1132,1921,17,031,825200,738,83846,93110,-888888888
1133,5472,17,031,825302,2110,101429,113329,-888888888
1134,3995,17,031,825303,1608,78814,98817,-888888888
1135,4192,17,031,825304,1631,92039,108029,-888888888
1136,5502,17,031,825400,2438,91881,96738,-888888888
1137,5493,17,031,825501,1827,63603,110655,-888888888
1138,7559,17,031,825503,2549,63104,72381,-888888888
1139,3222,17,031,825504,1229,64360,87678,-888888888
1140,5346,17,031,825505,1637,69785,83330,-888888888
1141,5332,17,031,825600,1624,52734,69955,-888888888
1142,4028,17,031,825700,1522,53397,66888,-888888888
1143,3448,17,031,825801,1518,41100,52930,-888888888
1144,7239,17,031,825802,2359,70346,77472,-888888888
1145,5761,17,031,825803,2528,63966,75155,-888888888
1146,3442,17,031,825900,1102,60833,74375,-888888888
1147,2724,17,031,826000,1001,60668,63445,-888888888
1148,4698,17,031,826100,2036,50918,65817,-888888888
1149,3837,17,031,826201,2209,41614,53302,-888888888
1150,5662,17,031,826202,1924,59767,76556,-888888888
1151,4365,17,031,826301,1496,65679,74200,-888888888
1152,3646,17,031,826303,1252,77151,87360,-888888888
1153,2947,17,031,826304,1356,50000,59604,-888888888
1154,3337,17,031,826401,1279,52043,63480,-888888888
1155,5109,17,031,826402,1853,49803,70958,-888888888
1156,5599,17,031,826500,2110,53235,73679,-888888888
1157,4872,17,031,826600,1561,41411,56057,-888888888
1158,4390,17,031,826700,1719,48014,51639,-888888888
1159,4942,17,031,826800,1579,57702,63398,-888888888
1160,1728,17,031,826901,655,30215,57551,-888888888
1161,1467,17,031,826902,412,39808,57590,-888888888
1162,3399,17,031,827000,1241,43569,72601,-888888888
1163,1999,17,031,827100,855,34882,53879,-888888888
1164,3571,17,031,827200,1390,55116,70399,-888888888
1165,2363,17,031,827300,833,30547,62828,-888888888
1166,2781,17,031,827400,1155,35030,48891,-888888888
1167,4389,17,031,827500,1420,63619,74423,-888888888
1168,2884,17,031,827600,923,38803,46806,-888888888
1169,2659,17,031,827700,905,47574,53880,-888888888
1170,4938,17,031,827801,1686,76717,82250,-888888888
1171,3064,17,031,827802,1006,90246,91213,-888888888
1172,3037,17,031,827804,1296,65238,73970,-888888888
1173,2645,17,031,827805,1013,84250,99320,-888888888
