,CensusTract,LowIncomeTracts_2010,LowIncomeTracts_2015,LowIncomeTracts_2019,LATracts_half_2010,LATracts_half_2015,LATracts_half_2019
2126,17097864517,0,0,0,1,1,1
2127,17097864518,0,0,0,1,1,1
2128,17097864519,0,0,0,1,1,1
2129,17097864520,0,0,0,1,1,1
2130,17097864521,0,0,0,1,1,1
2131,17097864522,0,0,0,1,1,1
2132,17097864601,0,0,0,1,1,1
2133,17097864602,0,0,0,1,1,1
2134,17097864700,0,0,0,1,1,1
2135,17097864801,0,0,0,1,1,1
2136,17097864802,0,0,0,1,1,1
2137,17097864901,0,0,0,1,1,1
2138,17097864903,0,0,0,1,1,1
2139,17097864904,0,0,0,0,0,0
2140,17097865000,0,0,0,1,1,1
2141,17097865200,0,1,0,1,1,1
2142,17097865300,0,0,0,1,1,1
2143,17097865400,0,0,0,1,1,1
2144,17097865501,0,0,0,1,1,1
2145,17097865502,0,0,0,1,1,1
2146,17097865600,0,0,0,1,1,1
2147,17097865700,0,0,0,1,1,1
2148,17097865801,0,0,0,1,1,1
2149,17097865802,0,0,0,1,1,1
2150,17097866000,0,0,0,1,0,0
2151,17097866100,1,1,1,1,1,1
2152,17097866200,0,0,0,1,0,0
2153,17099961701,0,0,0,1,1,1
2154,17099961702,0,0,0,1,0,0
2155,17099961800,0,0,0,1,0,0
2156,17099961900,0,0,0,1,1,1
2157,17099962000,1,0,1,1,1,1
2158,17099962100,0,0,0,1,0,0
2159,17099962200,0,0,0,1,0,0
2160,17099962300,0,0,0,1,0,0
2161,17099962400,0,0,0,1,0,0
2162,17099962500,0,0,0,1,0,0
2163,17099962600,0,0,1,1,1,1
2164,17099962700,1,1,1,1,1,1
2165,17099962800,1,1,0,1,1,1
2166,17099962900,0,0,0,1,1,1
2167,17099963000,0,0,0,1,1,1
2168,17099963100,0,0,0,1,1,1
2169,17099963200,0,0,1,1,0,0
2170,17099963300,1,1,1,0,0,0
2171,17099963400,0,0,0,1,1,1
2172,17099963500,0,0,0,1,1,1
2173,17099963600,0,0,1,1,1,1
2174,17099963700,0,0,1,1,0,0
2175,17099963800,0,1,1,1,1,1
2176,17099963900,0,0,0,1,1,1
2177,17099964000,0,0,0,1,0,0
2178,17099964100,0,0,0,1,0,0
2179,17099964200,1,1,1,1,1,1
2180,17099964300,1,1,1,1,1,1
2181,17101880700,0,0,0,1,0,0
2182,17101880800,1,1,1,1,0,0
2183,17101880900,1,1,1,1,1,1
2184,17101881000,1,1,1,0,0,0
2185,17101881100,1,1,1,1,1,1
2186,17103000100,0,0,0,1,0,0
2187,17103000200,0,0,0,1,0,0
2188,17103000300,1,0,0,1,1,1
2189,17103000400,1,0,0,1,1,1
2190,17103000500,0,0,0,1,0,0
2191,17103000600,1,1,1,1,1,1
2192,17103000700,0,0,0,1,0,0
2193,17103000800,1,0,0,1,0,0
2194,17103000900,0,0,0,1,0,0
2195,17105960100,0,0,0,1,1,1
2196,17105960200,0,0,0,1,0,0
2197,17105960300,0,0,0,1,0,0
2198,17105960400,0,0,0,1,0,0
2199,17105960500,1,1,1,1,1,1
2200,17105960600,0,0,1,1,1,1
2201,17105960700,0,0,0,1,1,1
2202,17105960800,0,0,0,1,0,0
2203,17105960900,0,0,0,1,0,0
2204,17105961000,0,0,0,1,0,0
2205,17107952900,0,0,0,1,0,0
2206,17107953000,0,0,0,1,0,0
2207,17107953100,1,1,0,1,1,1
2208,17107953200,0,0,0,1,0,0
2209,17107953300,0,0,1,1,1,1
2210,17107953400,0,0,0,1,1,1
2211,17107953500,0,0,0,1,0,0
2212,17107953600,0,0,0,1,0,0
2213,17109010100,0,1,1,1,1,1
2214,17109010200,0,0,0,1,0,0
2215,17109010300,0,0,0,1,1,1
2216,17109010400,1,1,1,1,1,1
2217,17109010500,1,1,1,1,1,1
2218,17109010600,0,1,1,1,1,1
2219,17109010700,0,0,0,1,1,1
2220,17109010900,1,1,1,1,1,1
2221,17109011000,1,1,0,1,0,0
2222,17109011100,1,1,1,1,0,0
2223,17111870101,0,0,0,1,0,0
2224,17111870102,0,0,0,1,1,1
2225,17111870200,0,0,0,1,0,0
2226,17111870301,0,1,1,1,1,1
2227,17111870302,1,1,1,1,1,1
2228,17111870401,0,0,0,1,1,1
2229,17111870402,1,0,0,1,1,1
2230,17111870500,0,0,0,1,0,0
2231,17111870603,1,0,0,1,1,1
2232,17111870604,0,0,0,1,1,1
2233,17111870605,0,0,0,1,1,1
2234,17111870606,0,0,0,1,1,1
2235,17111870702,0,0,0,1,1,1
2236,17111870703,0,0,0,1,0,0
2237,17111870704,0,0,0,1,1,1
2238,17111870803,0,0,0,1,0,0
2239,17111870807,0,0,0,1,1,1
2240,17111870808,0,0,0,1,1,1
2241,17111870809,0,0,0,1,0,0
2242,17111870810,0,0,0,1,1,1
2243,17111870811,0,0,0,1,0,0
2244,17111870812,0,0,0,1,1,1
2245,17111870902,0,0,0,1,0,0
2246,17111870903,0,1,1,1,1,1
2247,17111870904,0,0,0,1,1,1
2248,17111870905,0,0,1,1,1,1
2249,17111871003,0,0,0,1,0,0
2250,17111871004,0,1,0,1,0,0
2251,17111871104,0,0,0,1,1,1
2252,17111871105,0,0,0,1,1,1
2253,17111871106,0,0,0,1,1,1
2254,17111871107,0,0,0,1,1,1
2255,17111871108,0,0,0,1,1,1
2256,17111871109,0,0,0,1,1,1
2257,17111871201,0,0,0,1,1,1
2258,17111871202,0,0,0,1,1,1
2259,17111871205,0,0,0,1,1,1
2260,17111871206,0,0,0,1,1,1
2261,17111871207,0,0,0,1,1,1
2262,17111871208,0,0,0,1,1,1
2263,17111871209,0,0,0,1,1,1
2264,17111871301,0,0,0,1,1,1
2265,17111871304,0,0,0,1,1,1
2266,17111871305,0,0,0,1,1,1
2267,17111871306,0,0,0,1,1,1
2268,17111871307,0,0,0,1,1,1
2269,17111871310,0,0,0,1,1,1
2270,17111871311,0,0,0,1,1,1
2271,17111871402,0,0,0,1,1,1
2272,17111871404,0,0,0,1,1,1
2273,17111871500,0,0,0,1,0,0
2274,17111871600,0,0,0,1,1,1
2275,17113000102,1,1,1,1,1,1
2276,17113000104,1,1,1,1,1,1
2277,17113000105,0,0,0,1,1,1
2278,17113000200,1,1,1,1,1,1
2279,17113000301,1,1,1,1,1,1
2280,17113000302,0,0,1,1,1,1
2281,17113000400,1,1,1,1,1,1
2282,17113000501,1,1,1,1,1,1
2283,17113000502,0,0,0,1,1,1
2284,17113000504,0,0,0,1,1,1
2285,17113000505,0,0,0,1,1,1
2286,17113001103,0,0,0,1,1,1
2287,17113001104,0,0,0,1,1,1
2288,17113001105,0,0,0,1,1,1
2289,17113001106,0,0,1,1,1,1
2290,17113001200,1,1,0,1,1,1
2291,17113001301,0,0,1,1,1,1
2292,17113001302,1,1,1,0,0,0
2293,17113001303,1,1,1,0,0,0
2294,17113001402,0,0,0,1,1,1
2295,17113001403,1,1,0,1,1,1
2296,17113001404,1,1,1,1,1,1
2297,17113001500,1,1,1,1,1,1
2298,17113001600,1,1,1,1,1,1
2299,17113001700,1,1,1,1,1,0
2300,17113001800,0,0,0,1,1,1
2301,17113002101,1,0,1,1,1,1
2302,17113002102,0,0,0,1,0,0
2303,17113005101,0,0,0,1,1,1
2304,17113005102,0,0,0,1,0,0
2305,17113005201,0,0,0,1,1,1
2306,17113005202,0,0,0,1,0,0
2307,17113005400,0,0,0,1,0,0
2308,17113005501,0,0,0,1,1,1
2309,17113005502,0,0,0,1,0,0
2310,17113005601,0,1,1,1,0,0
2311,17113005602,0,0,0,1,0,0
2312,17113005700,0,0,0,1,0,0
2313,17113005800,0,0,1,1,1,1
2314,17113005900,0,1,1,1,1,1
2315,17113006000,0,0,0,1,0,0
2316,17115000200,1,1,1,0,1,1
2317,17115000300,1,1,1,1,1,1
2318,17115000400,1,1,1,1,1,1
2319,17115000500,1,1,1,1,1,1
2320,17115000600,1,1,1,1,1,1
2321,17115000900,1,1,1,1,1,1
2322,17115001000,1,1,1,1,1,1
2323,17115001100,1,1,1,1,1,1
2324,17115001200,1,1,1,1,1,1
2325,17115001300,0,0,0,1,1,1
2326,17115001400,0,0,0,1,1,1
2327,17115001500,0,0,0,1,1,1
2328,17115001600,0,0,1,1,1,1
2329,17115001700,1,1,1,1,1,1
2330,17115001801,0,0,0,1,1,1
2331,17115001802,0,1,1,1,1,1
2332,17115001900,1,1,1,1,1,1
2333,17115002000,1,1,1,1,1,1
2334,17115002100,1,1,1,1,1,1
2335,17115002200,0,0,0,1,0,0
2336,17115002300,0,0,0,1,1,1
2337,17115002401,0,0,0,1,1,1
2338,17115002402,0,0,0,1,1,1
2339,17115002500,0,0,0,1,1,1
2340,17115002601,0,0,0,1,1,1
2341,17115002602,0,0,0,1,0,0
2342,17115002700,0,0,0,1,0,0
2343,17115002800,0,0,0,1,0,0
2344,17115002901,0,0,0,1,1,1
2345,17115002902,0,0,0,1,1,1
2346,17115002903,1,1,1,1,1,1
2347,17115002904,0,1,0,1,1,1
2348,17115003000,0,0,0,1,0,0
2349,17115003100,1,1,1,1,1,1
2350,17117956000,0,0,0,1,1,1
2351,17117956100,0,0,0,1,0,0
2352,17117956200,1,0,1,1,0,0
2353,17117956300,0,0,0,1,0,0
2354,17117956400,0,0,1,1,1,1
2355,17117956500,0,0,0,1,0,0
2356,17117956600,0,0,0,1,0,0
2357,17117956700,0,0,0,1,0,0
2358,17117956800,0,0,0,1,0,0
2359,17117956900,1,1,1,1,1,1
2360,17117957000,1,1,1,1,0,0
2361,17117957100,0,0,0,1,0,0
2362,17117957200,0,0,1,1,1,1
2363,17119400101,0,1,1,1,1,1
2364,17119400102,1,1,1,1,1,1
2365,17119400200,1,1,1,1,1,1
2366,17119400600,1,1,1,0,1,1
2367,17119400700,1,1,1,1,1,1
2368,17119400801,0,0,0,0,1,1
2369,17119400802,1,0,1,1,1,1
2370,17119400903,1,1,1,1,0,0
2371,17119400904,0,0,0,1,1,1
2372,17119400951,0,0,0,1,1,1
2373,17119400952,0,1,0,1,1,1
2374,17119401000,1,1,1,1,1,1
2375,17119401100,0,0,1,1,1,1
2376,17119401200,0,0,1,1,1,1
2377,17119401300,1,1,1,1,1,1
2378,17119401400,1,1,1,1,1,1
2379,17119401500,1,1,1,1,1,1
2380,17119401701,1,1,1,1,1,1
2381,17119401721,0,0,0,1,1,1
2382,17119401722,0,0,0,1,1,1
2383,17119401800,0,0,0,1,1,1
2384,17119401901,1,0,0,1,0,0
2385,17119401903,0,1,1,1,1,1
2386,17119401904,0,0,0,1,1,1
2387,17119402000,1,1,1,1,1,1
2388,17119402100,1,1,1,1,1,1
2389,17119402200,1,1,1,1,1,1
2390,17119402300,0,0,0,1,1,1
2391,17119402400,1,1,1,1,1,1
2392,17119402500,1,1,1,1,1,1
2393,17119402600,1,1,1,1,1,1
2394,17119402701,0,0,0,1,1,1
2395,17119402721,0,0,0,1,1,1
2396,17119402722,0,0,0,1,1,1
2397,17119402801,0,0,0,1,0,0
2398,17119402802,0,0,0,1,0,0
2399,17119402803,0,0,0,1,0,0
2400,17119402900,0,0,0,1,1,1
2401,17119403001,1,0,0,1,1,1
2402,17119403002,0,0,0,1,1,1
2403,17119403101,1,0,1,1,1,1
2404,17119403121,0,0,0,1,1,1
2405,17119403122,0,0,0,1,1,1
2406,17119403200,1,1,1,1,1,1
2407,17119403300,1,1,1,1,1,1
2408,17119403401,0,0,0,1,1,1
2409,17119403402,1,0,1,1,1,1
2410,17119403502,0,0,0,1,1,1
2411,17119403531,0,0,0,1,1,1
2412,17119403532,0,0,0,1,0,0
2413,17119403533,0,0,0,1,1,1
2414,17119403534,0,0,0,1,1,1
2415,17119403601,0,0,0,1,1,1
2416,17119403603,0,0,0,1,1,1
2417,17119403604,0,0,0,1,1,1
2418,17119403701,0,0,0,1,0,0
2419,17119403702,0,0,0,1,0,0
2420,17119403801,0,0,0,1,0,0
2421,17119403802,0,0,0,1,0,0
2422,17119404000,1,1,1,1,1,1
2423,17119404100,0,1,1,1,0,0
2424,17121951600,1,1,1,1,0,0
2425,17121951700,0,0,0,1,0,0
2426,17121951800,1,1,1,1,0,0
2427,17121951900,1,0,0,1,0,0
2428,17121952000,0,0,1,1,1,1
2429,17121952100,1,1,1,1,1,1
2430,17121952200,0,0,0,1,0,0
2431,17121952300,0,0,0,1,0,0
2432,17121952400,0,0,0,1,1,1
2433,17121952500,1,1,1,1,1,1
2434,17121952600,1,1,1,1,1,1
2435,17121952700,1,1,1,1,1,1
2436,17123961100,0,0,0,1,0,0
2437,17123961200,1,0,0,1,0,0
2438,17123961300,0,0,0,1,0,0
2439,17123961400,0,0,0,1,0,0
2440,17123961500,0,0,0,1,0,0
2441,17125956300,0,0,0,1,0,0
2442,17125956400,0,1,1,1,0,0
2443,17125956500,1,1,1,1,1,1
2444,17125956600,0,1,1,1,0,0
2445,17125956700,0,0,0,1,0,0
2446,17125956800,1,1,1,1,0,0
2447,17127970100,0,0,0,1,0,0
2448,17127970200,1,1,1,1,1,1
2449,17127970300,1,1,1,1,0,0
2450,17127970400,1,1,1,1,1,1
2451,17129010100,0,0,0,1,0,0
2452,17129010200,0,0,0,1,1,1
2453,17129010300,0,0,0,1,0,0
2454,17131040100,0,0,0,1,0,0
2455,17131040200,0,0,1,1,0,0
2456,17131040300,1,0,0,1,1,1
2457,17131040400,0,0,0,1,0,0
2458,17133600101,0,0,0,1,1,1
2459,17133600102,0,0,0,1,1,1
2460,17133600401,0,0,0,1,1,1
2461,17133600402,0,0,0,1,0,0
2462,17133600501,0,0,0,1,0,0
2463,17133600502,0,0,0,1,0,0
2464,17135957300,1,1,0,1,0,0
2465,17135957400,1,1,1,1,0,0
2466,17135957500,0,1,0,1,0,0
2467,17135957600,0,0,0,1,0,0
2468,17135957700,1,1,1,1,1,1
2469,17135957800,1,1,1,1,1,1
2470,17135957900,0,0,1,1,1,1
2471,17135958000,1,0,1,1,0,0
2472,17137951400,0,1,1,1,0,0
2473,17137951500,0,0,0,1,0,0
2474,17137951600,1,1,1,1,1,1
2475,17137951700,1,1,1,1,1,1
2476,17137951800,1,0,0,1,1,1
2477,17137951900,0,0,0,1,1,1
2478,17137952000,1,1,1,1,1,1
2479,17137952100,0,0,1,1,1,1
2480,17137952200,0,0,0,1,0,0
2481,17137952300,0,0,0,1,0,0
2482,17139976900,1,0,0,1,0,0
2483,17139977000,1,1,1,1,0,0
2484,17139977100,0,0,0,1,0,0
2485,17139977200,1,1,0,1,1,1
2486,17141960700,0,0,0,1,0,0
2487,17141960800,0,0,0,1,0,0
2488,17141960900,0,0,1,1,1,1
2489,17141961000,0,0,0,1,0,0
2490,17141961100,0,1,0,1,0,0
2491,17141961200,0,0,0,1,0,0
2492,17141961300,0,0,0,1,0,0
2493,17141961400,0,0,0,1,1,1
2494,17141961500,0,0,0,1,0,0
2495,17141961600,0,1,1,1,1,1
2496,17141961700,0,0,0,1,1,1
2497,17143000100,1,1,1,1,1,1
2498,17143000200,1,1,1,1,1,1
2499,17143000300,1,1,1,1,1,1
2500,17143000500,1,1,1,1,1,1
2501,17143000600,1,1,1,0,0,1
2502,17143000900,1,1,1,1,1,1
2503,17143001200,1,1,1,0,0,0
2504,17143001300,1,1,1,1,1,1
2505,17143001500,1,1,1,1,1,1
2506,17143001600,1,1,1,1,1,1
2507,17143001800,1,1,1,1,1,1
2508,17143001900,1,1,1,1,1,1
2509,17143002000,0,1,1,1,1,1
2510,17143002100,1,1,1,1,1,1
2511,17143002200,1,1,1,1,1,1
2512,17143002300,0,0,0,0,1,1
2513,17143002400,1,0,1,1,1,1
2514,17143002500,1,1,1,0,0,1
2515,17143002600,1,0,0,1,1,1
2516,17143002701,1,1,1,1,1,1
2517,17143002702,1,1,0,1,0,1
2518,17143002800,0,1,0,1,1,1
2519,17143002900,0,0,0,1,1,1
2520,17143003000,0,0,0,1,1,1
2521,17143003101,0,0,1,1,1,1
2522,17143003102,0,0,0,1,1,1
2523,17143003200,0,0,0,1,1,1
2524,17143003300,0,0,0,1,1,1
2525,17143003401,0,0,0,1,1,1
2526,17143003402,0,0,0,1,0,0
2527,17143003601,0,0,0,1,0,0
2528,17143003602,0,0,1,1,1,1
2529,17143003700,0,0,0,1,0,0
2530,17143003800,0,0,0,1,0,0
2531,17143003900,0,0,0,1,0,0
2532,17143004000,0,0,0,1,0,0
2533,17143004101,0,0,0,1,0,0
2534,17143004102,0,0,1,1,1,1
2535,17143004200,0,0,1,1,1,1
2536,17143004300,1,1,1,1,0,0
2537,17143004400,1,1,1,1,1,1
2538,17143004500,0,0,1,1,1,1
2539,17143004600,0,0,1,1,1,1
2540,17143004801,0,0,0,1,1,1
2541,17143004802,1,1,0,1,1,1
2542,17143004901,0,0,0,1,0,0
2543,17143004902,0,0,0,1,0,0
2544,17143005000,1,1,1,1,1,1
2545,17145030100,1,1,0,1,0,0
2546,17145030200,0,0,1,1,0,0
2547,17145030300,1,1,1,1,0,0
2548,17145030400,1,1,1,1,1,1
2549,17145030500,0,0,0,1,0,0
2550,17145030600,1,1,1,1,1,1
2551,17147954500,0,0,0,1,0,0
2552,17147954600,0,0,0,1,1,1
2553,17147954700,1,0,1,1,0,0
2554,17147954800,0,0,0,1,0,0
2555,17149952400,1,1,1,1,0,0
2556,17149952500,1,1,1,1,0,0
2557,17149952600,1,1,1,1,0,0
2558,17149952700,1,1,1,1,1,1
2559,17149952800,1,1,1,1,0,0
2560,17151971200,1,1,0,1,0,0
2561,17151971300,1,0,1,1,0,0
2562,17153971000,1,1,1,1,0,0
2563,17153971100,1,1,1,1,0,0
2564,17155954500,0,0,0,1,0,0
2565,17155954600,0,0,0,1,0,0
2566,17157950500,1,0,0,1,0,0
2567,17157950600,1,1,1,1,1,1
2568,17157950700,1,0,1,1,0,0
2569,17157950800,0,0,0,1,1,1
2570,17157950900,0,0,0,1,0,0
2571,17157951000,0,0,0,1,0,0
2572,17157951100,1,1,1,1,0,0
2573,17157951200,0,1,0,1,1,1
2574,17157951300,0,1,0,1,0,0
2575,17159977900,0,0,0,1,0,0
2576,17159978000,1,1,1,1,1,1
2577,17159978100,0,1,0,1,1,1
2578,17159978200,1,1,1,1,1,1
2579,17159978300,0,0,1,1,0,0
2580,17161020100,0,0,0,1,0,0
2581,17161020200,1,1,1,1,1,1
2582,17161020300,1,1,1,1,1,1
2583,17161020400,0,0,0,1,0,0
2584,17161020600,1,1,1,1,1,1
2585,17161020700,1,1,1,1,1,1
2586,17161020800,0,0,0,1,1,1
2587,17161020900,0,0,1,1,1,1
2588,17161021000,1,1,1,1,1,1
2589,17161021100,0,0,0,1,1,1
2590,17161021200,0,0,0,1,1,1
2591,17161021300,0,0,1,1,1,1
2592,17161021400,0,1,1,1,1,1
2593,17161021500,0,0,0,1,1,1
2594,17161021600,1,0,1,1,1,1
2595,17161021700,1,1,1,1,1,1
2596,17161021800,0,0,0,1,1,1
2597,17161021900,1,1,1,1,0,0
2598,17161022000,0,0,0,1,1,1
2599,17161022100,0,0,0,1,1,1
2600,17161022200,1,1,1,1,1,1
2601,17161022300,1,1,1,1,1,1
2602,17161022600,1,1,1,1,1,1
2603,17161022800,0,1,1,1,1,1
2604,17161022900,0,0,0,0,0,0
2605,17161023000,0,0,0,1,1,1
2606,17161023100,0,0,0,1,1,1
2607,17161023200,0,0,0,1,1,1
2608,17161023300,1,1,1,1,1,1
2609,17161023500,1,1,1,1,1,1
2610,17161023600,1,1,1,1,1,1
2611,17161023700,1,1,1,1,1,1
2612,17161024000,0,0,0,1,1,1
2613,17161024101,0,0,0,1,0,0
2614,17161024102,0,0,0,1,0,0
2615,17161024103,0,0,0,1,0,0
2616,17161024200,0,0,1,1,1,1
2617,17161024300,1,1,0,1,1,1
2618,17161024400,1,1,1,1,1,1
2619,17161024500,1,1,1,1,1,1
2620,17163500400,1,1,1,1,1,1
2621,17163500500,1,1,1,1,1,1
2622,17163500900,1,1,1,1,1,1
2623,17163501100,1,1,1,0,1,1
2624,17163501200,1,1,1,1,1,1
2625,17163501300,1,1,1,1,1,1
2626,17163501400,1,1,1,1,1,0
2627,17163501501,0,1,0,1,1,1
2628,17163501502,0,0,0,1,1,1
2629,17163501602,1,1,1,1,1,1
2630,17163501603,1,1,1,1,1,1
2631,17163501604,0,1,1,1,1,1
2632,17163501605,0,0,0,1,1,1
2633,17163501700,1,1,1,1,1,1
2634,17163501800,1,1,1,1,1,1
2635,17163501900,0,0,1,1,1,1
2636,17163502100,1,1,1,1,1,1
2637,17163502200,1,1,1,1,1,1
2638,17163502300,1,1,1,1,1,1
2639,17163502401,1,1,1,1,1,1
2640,17163502404,1,1,1,1,1,1
2641,17163502500,1,1,1,1,1,1
2642,17163502602,1,1,1,1,1,1
2643,17163502603,1,1,1,1,1,1
2644,17163502700,1,1,1,1,1,1
2645,17163502800,1,1,1,1,1,1
2646,17163502900,1,1,1,1,1,1
2647,17163503100,0,0,1,1,0,0
2648,17163503202,0,0,0,1,0,0
2649,17163503203,0,0,0,1,0,0
2650,17163503211,0,0,0,1,1,1
2651,17163503301,1,1,1,1,1,1
2652,17163503304,0,0,0,1,1,1
2653,17163503322,0,0,0,1,1,1
2654,17163503323,0,0,0,1,1,1
2655,17163503324,0,0,0,1,1,1
2656,17163503332,0,0,0,1,1,1
2657,17163503334,0,0,0,1,1,1
2658,17163503402,0,0,0,1,1,1
2659,17163503404,0,0,0,1,0,0
2660,17163503411,0,0,1,1,1,1
2661,17163503412,0,0,0,1,1,1
2662,17163503413,0,0,0,1,1,1
2663,17163503414,0,0,1,1,1,1
2664,17163503800,0,0,0,1,1,1
2665,17163503903,0,0,0,1,0,0
2666,17163503904,0,0,0,1,0,0
2667,17163503905,0,0,0,1,0,0
2668,17163503906,0,0,0,1,0,0
2669,17163504001,0,0,0,1,0,0
2670,17163504002,0,0,0,1,0,0
2671,17163504302,0,0,0,1,1,1
2672,17163504303,0,0,0,1,1,1
2673,17163504351,0,0,0,1,1,1
2674,17163504352,0,0,0,1,1,1
2675,17163504353,0,0,0,1,1,1
2676,17163504354,0,0,0,1,1,1
2677,17163504355,0,0,0,1,1,1
2678,17163504500,1,1,1,1,1,1
2679,17163504600,1,1,1,1,0,0
2680,17165955100,1,1,1,1,1,1
2681,17165955500,1,1,1,1,1,1
2682,17165955600,1,1,0,1,0,0
2683,17165955700,1,1,0,1,0,0
2684,17165955800,1,1,1,1,1,1
2685,17165955900,1,1,1,1,1,1
2686,17165956000,1,1,1,1,1,1
2687,17165956100,1,1,1,1,0,0
2688,17165956200,0,0,1,1,0,0
2689,17167000100,0,0,1,1,1,1
2690,17167000201,0,0,0,1,1,1
2691,17167000202,1,1,1,1,1,1
2692,17167000300,1,1,1,1,1,1
2693,17167000400,1,1,1,1,1,1
2694,17167000501,0,0,0,1,1,1
2695,17167000503,1,0,1,1,1,1
2696,17167000504,0,0,0,1,1,1
2697,17167000600,1,1,1,1,1,1
2698,17167000700,1,1,1,1,1,1
2699,17167000800,1,1,1,1,1,1
2700,17167000900,1,1,1,1,0,1
2701,17167001001,0,0,0,1,1,1
2702,17167001003,0,0,0,1,1,1
2703,17167001004,0,0,0,1,1,1
2704,17167001100,0,0,1,1,1,0
2705,17167001200,0,1,0,1,1,1
2706,17167001300,1,1,1,1,0,1
2707,17167001400,1,1,1,1,1,1
2708,17167001500,1,1,1,1,1,1
2709,17167001600,1,1,1,1,1,1
2710,17167001700,1,1,1,1,1,1
2711,17167001800,1,1,1,1,1,1
2712,17167001900,1,1,1,1,1,1
2713,17167002000,0,0,0,1,1,1
2714,17167002100,0,0,0,1,1,1
2715,17167002200,0,1,1,1,1,1
2716,17167002300,1,1,1,1,1,1
2717,17167002400,1,1,1,1,1,1
2718,17167002500,1,0,1,1,1,1
2719,17167002600,1,1,1,1,1,1
2720,17167002700,1,1,1,1,1,1
2721,17167002801,1,1,1,1,1,1
2722,17167002802,1,1,1,0,0,0
2723,17167002900,0,0,0,1,1,1
2724,17167003000,0,0,0,1,1,1
2725,17167003100,0,0,0,1,1,1
2726,17167003201,0,0,0,1,1,1
2727,17167003202,0,0,0,1,1,1
2728,17167003203,0,0,0,1,0,0
2729,17167003300,0,0,0,1,0,0
2730,17167003400,0,0,0,1,1,1
2731,17167003500,0,0,0,1,0,0
2732,17167003601,0,0,0,1,0,0
2733,17167003602,0,0,0,1,1,1
2734,17167003603,0,0,0,1,1,1
2735,17167003604,0,0,0,1,1,1
2736,17167003700,0,0,0,1,0,0
2737,17167003801,1,0,1,1,1,1
2738,17167003802,0,0,0,1,0,0
2739,17167003901,0,0,0,1,0,0
2740,17167003902,0,0,0,1,0,0
2741,17167004000,0,0,0,1,0,0
2742,17169970100,1,1,1,1,0,0
2743,17169970200,1,1,1,1,1,1
2744,17169970300,0,0,0,1,0,0
2745,17171970600,0,0,0,1,0,0
2746,17171970700,0,0,0,1,0,0
2747,17173959100,0,0,0,1,0,0
2748,17173959200,0,1,1,1,0,0
2749,17173959300,1,1,1,1,1,1
2750,17173959400,0,0,1,1,0,0
2751,17173959500,0,0,0,1,0,0
2752,17173959600,1,1,1,1,0,0
2753,17175951400,1,0,0,1,0,0
2754,17175951500,0,0,0,1,0,0
2755,17177000100,0,0,0,1,0,0
2756,17177000200,0,0,0,1,0,0
2757,17177000300,1,0,1,1,0,0
2758,17177000400,0,0,0,1,0,0
2759,17177000500,0,0,0,1,0,0
2760,17177000600,0,0,0,1,0,0
2761,17177000700,1,1,1,1,0,0
2762,17177000800,1,1,1,1,1,1
2763,17177000900,0,1,0,1,1,1
2764,17177001000,0,0,0,1,1,1
2765,17177001100,0,1,1,1,1,1
2766,17177001200,1,1,1,1,1,1
2767,17177001300,1,1,1,1,1,1
2768,17179020100,1,1,0,1,1,1
2769,17179020301,0,0,1,1,1,1
2770,17179020302,0,1,0,1,1,1
2771,17179020400,1,1,1,1,1,1
2772,17179020500,0,0,0,1,1,1
2773,17179020600,0,1,1,1,1,1
2774,17179020700,0,0,0,1,1,1
2775,17179020800,1,1,1,1,1,1
2776,17179020900,1,1,1,1,1,1
2777,17179021000,1,1,1,1,1,1
2778,17179021101,1,1,1,1,1,1
2779,17179021102,0,0,0,1,1,1
2780,17179021201,0,0,0,1,0,0
2781,17179021202,0,0,0,1,1,1
2782,17179021203,0,0,0,1,1,1
2783,17179021500,0,0,0,1,0,0
2784,17179021603,0,0,0,1,1,0
2785,17179021604,0,0,0,1,1,1
2786,17179021605,0,0,0,1,1,1
2787,17179021606,0,0,0,1,1,1
2788,17179021701,0,0,0,1,0,0
2789,17179021702,0,0,0,1,0,0
2790,17179021801,0,0,1,1,0,0
2791,17179021802,0,0,0,1,0,0
2792,17179021900,0,0,0,1,0,0
2793,17179022000,0,0,0,1,0,0
2794,17179022100,0,0,0,1,1,1
2795,17179022200,0,0,0,1,1,1
2796,17179022300,0,0,0,1,1,1
2797,17179022400,0,0,0,1,1,1
2798,17181950100,0,1,1,1,0,0
2799,17181950200,1,1,0,1,0,0
2800,17181950300,1,1,1,1,1,1
2801,17181950400,1,1,1,1,1,1
2802,17181950500,1,1,0,1,0,0
2803,17183000100,1,1,1,0,0,1
2804,17183000200,1,1,1,1,1,1
2805,17183000300,1,1,1,0,0,0
2806,17183000400,1,1,1,1,1,1
2807,17183000500,1,1,1,1,1,1
2808,17183000600,1,1,1,1,1,1
2809,17183000700,0,0,0,1,1,1
2810,17183000800,1,1,1,1,1,1
2811,17183000900,1,1,1,1,1,1
2812,17183001200,0,0,1,1,0,0
2813,17183001300,0,0,0,1,1,1
2814,17183010100,1,0,0,1,0,0
2815,17183010200,1,1,1,1,1,1
2816,17183010300,0,0,0,1,0,0
2817,17183010400,0,0,0,1,0,0
2818,17183010500,1,1,1,1,0,0
2819,17183010600,1,1,1,1,1,1
2820,17183010701,1,1,1,1,1,1
2821,17183010702,0,0,0,1,0,0
